district,agro_climatic_zone,soil_type,season,crop,area_hectares,nitrogen_kgha,phosphorus_kgha,potassium_kgha,soil_ph,organic_carbon_pct,rainfall_mm,temperature_celsius,irrigation_type,yield_qha
Bargarh,Western Central Table Land,Alluvial,Kharif,Paddy (Kharif),1.17,65.7,48.3,35.8,7.04,0.67,1474.8,26.6,Rainfed,19.75
Bargarh,Western Central Table Land,Black Soil,Kharif,Groundnut,0.98,63.4,65.5,57.5,6.63,0.78,1383.9,26.4,Rainfed,12.19
Koraput,Eastern Ghat High Land,Sandy Loam,Kharif,Maize,5.23,124.1,58.0,69.7,5.22,0.5,1589.8,23.6,Rainfed,21.71
Koraput,Eastern Ghat High Land,Sandy Loam,Kharif,Maize,2.02,76.0,55.0,41.7,6.15,0.63,1428.0,24.3,Borewell,16.86
Kalahandi,Western Undulating Zone,Red Laterite,Kharif,Ragi (Mandia),2.08,56.1,21.0,68.5,5.81,0.32,1219.2,31.3,Rainfed,11.73
Koraput,Eastern Ghat High Land,Sandy Loam,Kharif,Maize,4.49,82.7,41.5,33.4,5.82,0.46,1088.2,25.5,Borewell,14.46
Koraput,Eastern Ghat High Land,Red Laterite,Kharif,Maize,3.87,102.4,39.2,56.9,5.14,0.56,1453.6,24.1,Rainfed,15.54
Balasore,North Eastern Coastal Plain,Sandy Loam,Rabi,Green Gram (Moong),0.48,0.0,52.5,0.0,5.86,0.81,220.7,19.6,Borewell,2.5
Kalahandi,Western Undulating Zone,Red Laterite,Kharif,Ragi (Mandia),2.2,22.9,29.8,24.3,6.02,0.58,1066.4,28.7,Borewell,8.86
Sambalpur,Western Central Table Land,Red Laterite,Kharif,Maize,1.03,113.4,45.0,44.2,6.05,0.6,1466.8,26.2,Canal,28.27
Balasore,North Eastern Coastal Plain,Sandy Loam,Rabi,Paddy (Rabi),2.94,123.4,64.9,57.1,6.65,0.75,45.7,22.1,Rainfed,32.16
Ganjam,South Eastern Coastal Plain,Alluvial,Kharif,Ragi (Mandia),2.32,27.3,23.4,36.8,6.68,0.55,1024.5,28.2,Rainfed,6.7
Kalahandi,Western Undulating Zone,Black Soil,Kharif,Maize,1.45,100.6,61.2,42.5,5.74,0.47,1098.3,29.1,Rainfed,17.28
Bargarh,Western Central Table Land,Alluvial,Kharif,Groundnut,1.53,12.5,44.9,69.9,6.75,0.45,1260.1,28.1,Rainfed,2.5
Kalahandi,Western Undulating Zone,Black Soil,Kharif,Maize,1.06,141.5,52.4,70.3,6.64,0.35,1583.9,28.3,Rainfed,14.91
Puri,East & South Eastern Coastal Plain,Alluvial,Kharif,Paddy (Kharif),1.84,145.6,36.9,24.9,7.24,0.39,1433.4,26.1,Rainfed,13.54
Koraput,Eastern Ghat High Land,Sandy Loam,Kharif,Maize,3.01,108.8,63.0,50.8,5.67,0.58,1225.0,20.9,Rainfed,20.05
Puri,East & South Eastern Coastal Plain,Alluvial,Kharif,Groundnut,2.36,44.7,55.3,34.2,6.79,0.32,1096.5,26.3,Rainfed,8.32
Sundargarh,North Western Plateau,Red Laterite,Kharif,Ragi (Mandia),0.31,59.0,30.5,23.0,4.81,0.7,1497.8,26.6,Rainfed,8.93
Koraput,Eastern Ghat High Land,Red Laterite,Kharif,Ragi (Mandia),1.76,34.8,45.6,33.2,5.6,0.48,1315.2,23.8,Borewell,14.87
Cuttack,East & South Eastern Coastal Plain,Sandy Loam,Rabi,Green Gram (Moong),0.3,29.5,29.1,22.0,6.7,0.43,137.3,24.1,Borewell,7.46
Cuttack,East & South Eastern Coastal Plain,Sandy Loam,Rabi,Paddy (Rabi),0.55,73.2,87.8,49.3,6.65,0.41,152.2,23.3,Borewell,25.48
Koraput,Eastern Ghat High Land,Sandy Loam,Kharif,Maize,3.12,88.0,39.7,32.7,5.32,0.54,1293.5,20.9,Rainfed,6.37
Koraput,Eastern Ghat High Land,Sandy Loam,Kharif,Ragi (Mandia),1.67,29.8,17.4,28.0,5.43,0.78,1231.8,24.9,Rainfed,5.77
Kalahandi,Western Undulating Zone,Black Soil,Kharif,Groundnut,0.96,42.4,54.2,50.7,6.38,0.52,906.8,30.4,Borewell,11.92
Cuttack,East & South Eastern Coastal Plain,Sandy Loam,Rabi,Green Gram (Moong),3.83,10.6,47.7,28.9,6.12,0.65,263.4,23.5,Rainfed,2.79
Koraput,Eastern Ghat High Land,Red Laterite,Kharif,Ragi (Mandia),1.31,24.8,22.3,36.3,6.09,0.66,1406.6,23.6,Rainfed,6.27
Ganjam,South Eastern Coastal Plain,Alluvial,Kharif,Paddy (Kharif),0.38,104.8,39.5,44.6,6.41,0.46,1173.3,27.3,Borewell,20.38
Kalahandi,Western Undulating Zone,Black Soil,Kharif,Groundnut,1.3,21.6,50.0,49.3,6.47,0.58,1045.6,29.4,Rainfed,12.32
Balasore,North Eastern Coastal Plain,Alluvial,Rabi,Paddy (Rabi),0.81,63.5,63.6,60.6,6.1,0.53,249.2,25.5,Rainfed,18.8
Ganjam,South Eastern Coastal Plain,Red Laterite,Kharif,Ragi (Mandia),0.53,22.6,23.7,28.2,5.86,0.57,1169.6,29.1,Borewell,7.57
Koraput,Eastern Ghat High Land,Sandy Loam,Kharif,Maize,1.17,101.8,23.5,44.6,5.7,0.43,1523.7,25.2,Rainfed,17.13
Bargarh,Western Central Table Land,Alluvial,Kharif,Groundnut,0.52,14.5,52.8,57.0,6.75,0.59,1601.6,27.2,Canal,9.29
Ganjam,South Eastern Coastal Plain,Alluvial,Kharif,Ragi (Mandia),1.08,75.4,0.0,0.4,5.95,0.29,831.0,30.7,Rainfed,2.5
Koraput,Eastern Ghat High Land,Red Laterite,Kharif,Ragi (Mandia),1.41,89.1,15.5,39.2,5.32,0.52,1370.8,22.6,Rainfed,7.62
Balasore,North Eastern Coastal Plain,Alluvial,Rabi,Green Gram (Moong),3.11,8.6,69.3,48.1,5.89,0.44,155.7,22.8,Rainfed,4.09
Balasore,North Eastern Coastal Plain,Sandy Loam,Rabi,Mustard,0.41,56.3,33.2,34.6,5.95,0.16,73.0,24.0,Rainfed,2.5
Cuttack,East & South Eastern Coastal Plain,Sandy Loam,Kharif,Paddy (Kharif),1.63,104.9,24.7,45.1,6.84,0.49,1301.1,30.2,Borewell,21.14
Ganjam,South Eastern Coastal Plain,Alluvial,Rabi,Green Gram (Moong),2.04,54.3,36.1,7.9,6.31,0.48,56.1,23.3,Borewell,2.71
Bargarh,Western Central Table Land,Black Soil,Kharif,Groundnut,2.5,30.0,22.7,46.2,5.85,0.78,1269.6,28.3,Canal,8.62
Kalahandi,Western Undulating Zone,Red Laterite,Kharif,Ragi (Mandia),1.54,53.9,17.6,12.1,6.58,0.44,1352.6,31.0,Rainfed,5.63
Mayurbhanj,North Central Plateau,Red Laterite,Kharif,Paddy (Kharif),1.76,78.6,46.2,54.8,5.68,0.75,1797.4,26.5,Rainfed,14.52
Bargarh,Western Central Table Land,Alluvial,Kharif,Groundnut,1.04,21.6,54.0,32.5,6.52,0.57,1170.9,29.7,Canal,12.2
Balasore,North Eastern Coastal Plain,Sandy Loam,Rabi,Mustard,1.33,49.6,4.1,45.5,6.59,0.59,139.6,23.6,Borewell,5.31
Mayurbhanj,North Central Plateau,Sandy Loam,Rabi,Mustard,1.57,37.6,2.9,17.3,5.47,0.35,233.7,24.6,Rainfed,2.5
Sambalpur,Western Central Table Land,Black Soil,Kharif,Maize,0.61,93.7,36.8,13.2,6.71,0.59,1491.4,28.2,Canal,6.59
Mayurbhanj,North Central Plateau,Sandy Loam,Kharif,Maize,0.52,103.8,42.4,9.8,5.58,0.41,1183.0,23.4,Borewell,2.95
Bargarh,Western Central Table Land,Alluvial,Kharif,Paddy (Kharif),1.63,90.0,34.3,35.6,7.38,0.54,1215.8,30.1,Canal,12.91
Ganjam,South Eastern Coastal Plain,Alluvial,Kharif,Groundnut,1.36,12.6,34.8,27.8,7.07,0.62,1036.5,29.5,Rainfed,5.36
Cuttack,East & South Eastern Coastal Plain,Sandy Loam,Rabi,Paddy (Rabi),0.8,84.9,55.0,39.4,6.93,0.67,86.0,24.5,Borewell,21.04
Ganjam,South Eastern Coastal Plain,Red Laterite,Kharif,Groundnut,1.64,72.2,41.9,57.8,6.53,0.45,1816.6,28.5,Rainfed,10.26
Ganjam,South Eastern Coastal Plain,Alluvial,Kharif,Paddy (Kharif),3.54,82.6,41.8,25.1,6.39,0.69,1280.2,30.3,Borewell,22.51
Balasore,North Eastern Coastal Plain,Sandy Loam,Rabi,Mustard,1.72,36.6,45.0,21.2,6.36,0.75,206.9,21.2,Borewell,4.55
Mayurbhanj,North Central Plateau,Red Laterite,Kharif,Maize,2.19,89.2,69.2,42.4,5.32,0.69,1055.6,25.3,Rainfed,22.6
Balasore,North Eastern Coastal Plain,Alluvial,Rabi,Green Gram (Moong),1.01,13.9,33.9,2.4,6.72,0.59,96.0,23.1,Borewell,2.5
Cuttack,East & South Eastern Coastal Plain,Sandy Loam,Rabi,Mustard,3.94,48.2,42.1,14.4,5.91,0.75,150.9,23.7,Borewell,6.78
Sambalpur,Western Central Table Land,Red Laterite,Rabi,Green Gram (Moong),1.19,18.9,51.7,18.8,6.28,0.52,40.1,24.8,Canal,6.27
Puri,East & South Eastern Coastal Plain,Coastal Saline,Rabi,Green Gram (Moong),0.81,45.1,56.0,27.2,7.6,0.34,102.9,23.2,Borewell,6.37
Puri,East & South Eastern Coastal Plain,Coastal Saline,Rabi,Paddy (Rabi),2.25,70.0,43.0,44.9,7.44,0.78,158.9,25.0,Borewell,14.54
Cuttack,East & South Eastern Coastal Plain,Alluvial,Rabi,Mustard,0.57,57.6,41.3,36.5,6.76,0.6,156.6,24.2,Borewell,4.24
Sambalpur,Western Central Table Land,Black Soil,Kharif,Paddy (Kharif),0.82,93.3,87.2,35.5,6.5,0.57,1514.1,27.3,Canal,29.45
Kalahandi,Western Undulating Zone,Red Laterite,Kharif,Ragi (Mandia),2.51,21.5,46.3,30.5,6.0,0.53,855.6,28.6,Borewell,7.29
Puri,East & South Eastern Coastal Plain,Coastal Saline,Kharif,Groundnut,1.31,26.6,29.3,43.6,6.72,0.48,1421.1,27.5,Borewell,10.39
Sambalpur,Western Central Table Land,Black Soil,Rabi,Paddy (Rabi),2.39,104.0,43.0,32.0,6.84,0.59,211.7,23.1,Rainfed,18.51
Bargarh,Western Central Table Land,Alluvial,Kharif,Groundnut,0.99,38.6,30.3,52.0,7.09,0.31,1468.1,30.6,Canal,2.5
Puri,East & South Eastern Coastal Plain,Coastal Saline,Rabi,Paddy (Rabi),1.78,134.2,35.8,47.9,7.54,0.5,101.5,25.5,Rainfed,14.72
Puri,East & South Eastern Coastal Plain,Alluvial,Rabi,Paddy (Rabi),0.83,88.8,38.5,38.2,7.26,0.5,159.8,22.5,Borewell,16.11
Kalahandi,Western Undulating Zone,Black Soil,Kharif,Groundnut,2.0,21.2,52.4,61.3,5.67,0.24,1074.5,28.7,Rainfed,8.51
Bargarh,Western Central Table Land,Black Soil,Kharif,Groundnut,1.46,33.8,63.3,59.3,6.89,0.4,1429.2,28.8,Canal,9.43
Mayurbhanj,North Central Plateau,Sandy Loam,Kharif,Paddy (Kharif),1.85,97.1,47.9,62.7,6.13,0.33,1650.3,26.5,Borewell,20.52
Bargarh,Western Central Table Land,Alluvial,Kharif,Groundnut,3.55,8.9,54.4,27.9,7.05,0.68,1401.5,30.3,Canal,4.84
Mayurbhanj,North Central Plateau,Red Laterite,Kharif,Ragi (Mandia),0.78,59.8,23.8,5.8,5.86,0.48,1761.9,24.6,Rainfed,2.5
Bargarh,Western Central Table Land,Black Soil,Kharif,Paddy (Kharif),1.84,74.6,35.3,49.9,6.71,0.41,1150.1,29.3,Canal,19.84
Koraput,Eastern Ghat High Land,Red Laterite,Kharif,Ragi (Mandia),3.12,52.2,30.3,34.8,4.93,0.8,1302.1,23.3,Borewell,7.93
Sundargarh,North Western Plateau,Red Laterite,Rabi,Mustard,5.03,61.3,13.8,36.1,5.01,0.48,254.7,25.0,Rainfed,2.5
Mayurbhanj,North Central Plateau,Sandy Loam,Kharif,Paddy (Kharif),3.75,90.6,33.4,43.2,5.2,0.24,1456.7,26.1,Borewell,14.89
Kalahandi,Western Undulating Zone,Red Laterite,Kharif,Ragi (Mandia),4.2,89.8,3.2,23.8,6.44,0.5,972.8,30.0,Rainfed,3.63
Sambalpur,Western Central Table Land,Black Soil,Kharif,Paddy (Kharif),0.69,61.4,42.6,47.3,6.35,0.5,1406.3,25.8,Canal,19.04
Puri,East & South Eastern Coastal Plain,Alluvial,Kharif,Groundnut,0.44,44.0,64.7,25.8,7.1,0.61,1386.0,27.2,Rainfed,11.89
Ganjam,South Eastern Coastal Plain,Alluvial,Kharif,Groundnut,0.81,0.0,62.2,58.8,6.55,0.49,1118.0,27.0,Borewell,2.5
Bargarh,Western Central Table Land,Alluvial,Rabi,Paddy (Rabi),0.69,120.9,42.4,44.2,6.76,0.67,188.5,27.6,Canal,26.33
Ganjam,South Eastern Coastal Plain,Alluvial,Kharif,Groundnut,0.69,32.7,43.2,51.4,7.33,0.79,1240.0,27.8,Borewell,10.53
Puri,East & South Eastern Coastal Plain,Alluvial,Kharif,Paddy (Kharif),1.27,99.6,74.0,20.8,7.17,0.66,1115.9,29.7,Rainfed,17.03
Sambalpur,Western Central Table Land,Black Soil,Rabi,Paddy (Rabi),2.49,125.4,33.8,34.1,6.38,0.65,166.7,24.3,Canal,14.74
Bargarh,Western Central Table Land,Alluvial,Rabi,Paddy (Rabi),2.84,119.6,22.7,72.2,6.95,0.52,147.4,27.4,Canal,20.94
Koraput,Eastern Ghat High Land,Red Laterite,Kharif,Ragi (Mandia),4.13,36.2,28.4,18.9,5.19,0.25,1517.0,24.9,Rainfed,5.95
Cuttack,East & South Eastern Coastal Plain,Sandy Loam,Rabi,Green Gram (Moong),0.93,42.2,57.9,0.0,6.2,0.64,109.8,23.7,Rainfed,2.5
Ganjam,South Eastern Coastal Plain,Red Laterite,Kharif,Paddy (Kharif),2.25,84.9,43.8,52.2,6.65,0.5,1026.5,28.7,Borewell,25.09
Kalahandi,Western Undulating Zone,Black Soil,Kharif,Maize,1.42,128.1,59.4,5.6,5.97,0.72,1535.2,29.7,Borewell,2.5
Cuttack,East & South Eastern Coastal Plain,Alluvial,Rabi,Mustard,3.73,32.4,16.3,12.0,6.6,0.52,288.9,27.3,Rainfed,3.07
Sambalpur,Western Central Table Land,Black Soil,Rabi,Paddy (Rabi),1.56,131.0,44.4,31.1,6.54,0.32,161.3,23.3,Rainfed,22.08
Mayurbhanj,North Central Plateau,Sandy Loam,Kharif,Ragi (Mandia),0.26,9.5,17.5,1.4,5.79,0.65,1407.5,28.1,Rainfed,2.5
Sambalpur,Western Central Table Land,Black Soil,Kharif,Paddy (Kharif),2.05,102.1,54.9,63.9,6.04,0.8,1477.9,27.8,Rainfed,22.21
Kalahandi,Western Undulating Zone,Red Laterite,Kharif,Ragi (Mandia),1.48,30.5,12.6,28.2,6.31,0.66,1350.8,28.1,Rainfed,4.82
Sambalpur,Western Central Table Land,Red Laterite,Rabi,Green Gram (Moong),2.93,8.3,56.1,5.3,6.11,0.81,206.5,22.4,Canal,2.5
Balasore,North Eastern Coastal Plain,Alluvial,Kharif,Paddy (Kharif),2.4,110.8,44.1,47.6,6.23,0.55,1166.0,31.4,Borewell,22.92
Mayurbhanj,North Central Plateau,Sandy Loam,Kharif,Ragi (Mandia),0.56,63.4,34.1,39.7,5.82,0.66,1632.4,26.6,Rainfed,12.34
Sundargarh,North Western Plateau,Red Laterite,Rabi,Mustard,2.61,18.9,30.3,34.4,5.32,0.65,58.9,23.4,Borewell,3.13
Sundargarh,North Western Plateau,Red Laterite,Rabi,Mustard,0.59,18.1,54.8,7.2,5.24,0.7,124.9,26.1,Rainfed,2.5
Bargarh,Western Central Table Land,Alluvial,Kharif,Groundnut,2.04,24.3,49.3,43.1,7.34,0.63,1257.0,26.7,Canal,8.66
Mayurbhanj,North Central Plateau,Red Laterite,Rabi,Mustard,0.55,27.1,18.6,16.6,6.25,0.72,271.4,20.7,Borewell,3.51
Koraput,Eastern Ghat High Land,Red Laterite,Kharif,Maize,2.19,94.5,48.1,36.7,5.89,0.56,1569.2,22.2,Rainfed,18.08
Puri,East & South Eastern Coastal Plain,Alluvial,Rabi,Paddy (Rabi),0.99,131.8,38.7,41.4,7.32,0.38,177.4,27.5,Rainfed,16.22
Cuttack,East & South Eastern Coastal Plain,Sandy Loam,Rabi,Mustard,1.04,86.0,44.5,38.7,6.08,0.42,189.4,22.6,Borewell,8.54
Cuttack,East & South Eastern Coastal Plain,Sandy Loam,Rabi,Mustard,0.83,83.8,38.1,27.0,6.57,0.57,209.9,23.3,Rainfed,5.58
Cuttack,East & South Eastern Coastal Plain,Alluvial,Rabi,Mustard,2.73,68.5,12.1,17.0,6.55,0.84,165.6,22.6,Rainfed,4.65
Ganjam,South Eastern Coastal Plain,Red Laterite,Rabi,Green Gram (Moong),0.42,0.0,30.7,13.4,6.04,0.61,117.2,27.7,Borewell,2.5
Sambalpur,Western Central Table Land,Black Soil,Rabi,Green Gram (Moong),0.72,22.2,46.2,23.1,6.66,0.47,187.5,25.2,Rainfed,4.91
Puri,East & South Eastern Coastal Plain,Coastal Saline,Rabi,Paddy (Rabi),1.48,119.9,42.6,28.8,7.39,0.64,152.6,24.8,Borewell,14.38
Puri,East & South Eastern Coastal Plain,Alluvial,Rabi,Green Gram (Moong),1.87,32.7,35.2,9.4,7.61,0.27,235.3,28.2,Rainfed,3.36
Kalahandi,Western Undulating Zone,Black Soil,Kharif,Groundnut,0.48,0.0,61.5,51.9,6.2,0.5,753.9,30.6,Rainfed,2.5
Ganjam,South Eastern Coastal Plain,Red Laterite,Kharif,Ragi (Mandia),2.27,43.7,30.2,12.6,7.48,0.59,868.0,29.4,Borewell,4.72
Ganjam,South Eastern Coastal Plain,Red Laterite,Kharif,Groundnut,0.56,0.0,60.7,51.2,7.0,0.74,1410.3,26.9,Rainfed,2.5
Bargarh,Western Central Table Land,Black Soil,Kharif,Groundnut,0.78,34.5,72.1,56.5,6.54,0.68,1287.5,29.5,Canal,12.95
Balasore,North Eastern Coastal Plain,Alluvial,Kharif,Groundnut,2.48,0.0,45.4,40.4,6.08,0.6,1350.1,26.3,Rainfed,2.5
Balasore,North Eastern Coastal Plain,Alluvial,Kharif,Groundnut,1.4,20.2,69.4,43.4,7.21,0.42,1435.1,28.2,Rainfed,6.24
Sambalpur,Western Central Table Land,Red Laterite,Kharif,Paddy (Kharif),1.15,48.5,61.7,27.5,6.03,0.69,1233.3,30.6,Canal,13.2
Balasore,North Eastern Coastal Plain,Alluvial,Kharif,Groundnut,2.74,38.7,88.3,30.1,6.35,0.6,1696.8,25.6,Borewell,12.98
Sambalpur,Western Central Table Land,Red Laterite,Rabi,Green Gram (Moong),1.1,0.0,50.8,1.7,6.31,0.57,155.3,25.7,Canal,2.5
Ganjam,South Eastern Coastal Plain,Red Laterite,Kharif,Groundnut,2.88,8.7,35.2,28.5,6.49,0.72,1180.4,28.5,Rainfed,5.9
Bargarh,Western Central Table Land,Black Soil,Rabi,Paddy (Rabi),0.77,110.9,66.5,81.7,6.73,0.77,79.4,22.1,Canal,30.83
Balasore,North Eastern Coastal Plain,Alluvial,Rabi,Paddy (Rabi),1.63,96.2,35.6,39.7,6.51,0.59,140.4,23.9,Rainfed,19.74
Cuttack,East & South Eastern Coastal Plain,Sandy Loam,Rabi,Paddy (Rabi),1.04,129.0,36.3,46.5,6.98,0.51,228.1,23.3,Rainfed,20.3
Puri,East & South Eastern Coastal Plain,Alluvial,Kharif,Paddy (Kharif),1.31,77.5,33.7,39.3,7.61,0.7,1768.1,29.0,Borewell,5.33
Balasore,North Eastern Coastal Plain,Alluvial,Rabi,Paddy (Rabi),1.94,117.0,31.9,44.8,6.37,0.49,147.7,21.4,Rainfed,20.32
Sambalpur,Western Central Table Land,Red Laterite,Kharif,Maize,1.07,99.1,61.4,49.5,7.48,0.64,1129.2,28.9,Canal,14.67
Cuttack,East & South Eastern Coastal Plain,Alluvial,Kharif,Paddy (Kharif),1.65,81.1,51.8,49.0,6.96,0.7,1511.5,24.7,Rainfed,18.07
Balasore,North Eastern Coastal Plain,Alluvial,Rabi,Mustard,2.01,104.2,12.1,7.6,6.52,0.85,113.8,22.8,Rainfed,2.67
Puri,East & South Eastern Coastal Plain,Alluvial,Rabi,Green Gram (Moong),2.72,4.3,53.9,10.9,6.58,0.74,141.1,22.5,Rainfed,3.0
Mayurbhanj,North Central Plateau,Red Laterite,Kharif,Ragi (Mandia),4.3,85.0,25.1,19.0,5.99,0.43,1629.1,28.0,Rainfed,8.55
Mayurbhanj,North Central Plateau,Red Laterite,Kharif,Ragi (Mandia),2.16,25.9,14.6,41.7,5.83,0.43,1409.9,26.7,Borewell,4.82
Balasore,North Eastern Coastal Plain,Sandy Loam,Kharif,Paddy (Kharif),0.64,138.7,47.4,60.2,6.84,0.6,1681.3,26.9,Rainfed,26.89
Sundargarh,North Western Plateau,Red Laterite,Rabi,Mustard,1.82,87.4,39.4,27.3,5.9,0.68,116.0,25.6,Borewell,8.63
Bargarh,Western Central Table Land,Alluvial,Kharif,Paddy (Kharif),1.49,114.9,45.5,46.7,7.18,0.5,1680.5,26.8,Canal,21.23
Kalahandi,Western Undulating Zone,Black Soil,Kharif,Maize,2.03,77.3,65.8,66.0,6.12,0.35,1161.3,31.8,Rainfed,19.88
Bargarh,Western Central Table Land,Black Soil,Rabi,Paddy (Rabi),2.42,82.1,44.1,34.3,6.76,0.47,86.6,23.9,Canal,17.22
Koraput,Eastern Ghat High Land,Sandy Loam,Kharif,Ragi (Mandia),1.26,66.7,42.0,40.3,5.68,0.54,1356.5,23.3,Rainfed,11.28
Balasore,North Eastern Coastal Plain,Alluvial,Rabi,Green Gram (Moong),2.48,3.0,34.5,13.6,6.47,0.73,156.6,21.5,Rainfed,2.5
Bargarh,Western Central Table Land,Alluvial,Rabi,Paddy (Rabi),1.56,130.7,50.7,59.1,6.96,0.64,162.7,26.0,Canal,28.41
Cuttack,East & South Eastern Coastal Plain,Alluvial,Rabi,Mustard,1.2,67.7,24.8,46.2,6.25,0.56,130.8,25.4,Borewell,5.88
Sambalpur,Western Central Table Land,Black Soil,Kharif,Maize,2.14,86.6,34.5,56.9,6.79,0.6,1765.6,30.6,Rainfed,12.58
Ganjam,South Eastern Coastal Plain,Red Laterite,Kharif,Ragi (Mandia),1.25,48.6,4.3,40.8,6.86,0.49,1432.1,26.8,Rainfed,2.5
Puri,East & South Eastern Coastal Plain,Coastal Saline,Kharif,Paddy (Kharif),1.94,71.5,15.3,51.0,7.15,0.86,1748.7,30.3,Borewell,8.5
Mayurbhanj,North Central Plateau,Red Laterite,Kharif,Maize,1.17,139.9,41.8,31.5,6.04,0.6,1694.0,25.9,Rainfed,11.35
Koraput,Eastern Ghat High Land,Red Laterite,Kharif,Ragi (Mandia),5.01,64.8,23.1,33.4,5.1,0.3,1720.8,24.0,Borewell,8.48
Ganjam,South Eastern Coastal Plain,Red Laterite,Kharif,Ragi (Mandia),3.4,43.6,26.1,32.8,6.15,0.72,1274.1,26.8,Rainfed,8.37
Puri,East & South Eastern Coastal Plain,Alluvial,Kharif,Groundnut,0.69,57.1,38.8,18.8,7.0,0.56,1519.7,27.0,Rainfed,2.5
Koraput,Eastern Ghat High Land,Sandy Loam,Kharif,Maize,1.54,92.4,44.1,38.8,5.63,0.55,1533.2,22.5,Rainfed,19.64
Koraput,Eastern Ghat High Land,Sandy Loam,Kharif,Maize,1.0,94.8,63.5,49.3,5.77,0.57,1523.9,24.2,Rainfed,14.98
Ganjam,South Eastern Coastal Plain,Alluvial,Kharif,Groundnut,0.6,56.2,42.9,48.9,7.04,0.48,1450.0,27.6,Borewell,9.24
Ganjam,South Eastern Coastal Plain,Alluvial,Rabi,Green Gram (Moong),0.57,31.2,29.9,32.0,6.25,0.4,102.9,23.9,Borewell,3.98
Bargarh,Western Central Table Land,Alluvial,Kharif,Groundnut,1.41,27.1,55.5,51.3,6.98,0.7,1181.2,27.5,Canal,5.98
Koraput,Eastern Ghat High Land,Red Laterite,Kharif,Ragi (Mandia),0.62,59.3,22.0,32.1,5.4,0.44,1350.5,20.5,Rainfed,8.93
Koraput,Eastern Ghat High Land,Red Laterite,Kharif,Ragi (Mandia),3.07,33.4,9.3,38.9,6.11,0.57,1270.4,22.7,Borewell,5.18
Kalahandi,Western Undulating Zone,Black Soil,Kharif,Groundnut,0.6,0.0,46.0,38.3,6.86,0.47,1229.3,30.1,Rainfed,2.5
Cuttack,East & South Eastern Coastal Plain,Alluvial,Rabi,Green Gram (Moong),3.65,26.2,40.4,30.2,6.81,0.47,106.9,23.8,Borewell,6.5
Sambalpur,Western Central Table Land,Red Laterite,Rabi,Green Gram (Moong),2.95,37.5,41.8,22.1,7.15,0.79,53.3,24.5,Rainfed,5.84
Cuttack,East & South Eastern Coastal Plain,Sandy Loam,Rabi,Green Gram (Moong),2.01,13.0,48.1,12.2,7.01,0.51,173.7,26.9,Borewell,3.37
Ganjam,South Eastern Coastal Plain,Red Laterite,Rabi,Green Gram (Moong),3.42,14.7,42.8,10.9,6.87,0.29,199.1,26.0,Borewell,2.91
Ganjam,South Eastern Coastal Plain,Red Laterite,Kharif,Groundnut,0.35,42.1,45.4,12.6,6.56,0.6,1357.1,28.1,Rainfed,2.5
Bargarh,Western Central Table Land,Alluvial,Kharif,Groundnut,1.14,47.1,65.4,44.2,6.67,0.59,890.0,28.0,Canal,10.98
Puri,East & South Eastern Coastal Plain,Coastal Saline,Rabi,Green Gram (Moong),0.55,24.0,26.8,5.8,7.53,0.77,97.6,26.3,Borewell,4.21
Kalahandi,Western Undulating Zone,Red Laterite,Kharif,Maize,2.38,79.7,71.8,50.8,6.42,0.69,1068.0,32.0,Rainfed,21.35
Kalahandi,Western Undulating Zone,Red Laterite,Kharif,Maize,3.0,104.2,43.1,58.5,5.89,0.58,1303.1,29.6,Borewell,21.15
Mayurbhanj,North Central Plateau,Red Laterite,Kharif,Ragi (Mandia),2.86,0.0,40.3,21.3,6.11,0.41,1779.2,26.5,Rainfed,2.5
Sundargarh,North Western Plateau,Sandy Loam,Rabi,Mustard,1.51,93.9,31.7,40.2,5.53,0.46,210.4,25.9,Rainfed,7.15
Bargarh,Western Central Table Land,Black Soil,Rabi,Paddy (Rabi),1.11,79.1,12.6,41.1,7.1,0.54,115.2,26.0,Canal,9.44
Puri,East & South Eastern Coastal Plain,Coastal Saline,Kharif,Paddy (Kharif),1.52,76.3,59.5,25.9,7.49,0.57,1147.3,26.4,Borewell,15.04
Balasore,North Eastern Coastal Plain,Alluvial,Kharif,Paddy (Kharif),1.44,66.3,39.2,43.7,6.7,0.68,1256.6,27.3,Borewell,18.48
Ganjam,South Eastern Coastal Plain,Alluvial,Rabi,Green Gram (Moong),0.57,33.2,47.4,1.9,5.97,0.56,168.8,24.8,Borewell,2.5
Bargarh,Western Central Table Land,Alluvial,Rabi,Paddy (Rabi),2.53,78.2,34.9,48.7,6.99,0.5,204.6,26.1,Canal,15.31
Bargarh,Western Central Table Land,Black Soil,Kharif,Groundnut,0.88,0.0,50.5,44.0,6.64,0.45,1174.4,27.1,Rainfed,2.5
Ganjam,South Eastern Coastal Plain,Red Laterite,Kharif,Ragi (Mandia),0.66,75.5,24.8,4.2,6.92,0.53,1219.7,25.6,Borewell,3.27
Sambalpur,Western Central Table Land,Red Laterite,Rabi,Paddy (Rabi),1.26,79.9,69.4,58.4,6.86,0.7,235.0,23.5,Canal,28.46
Cuttack,East & South Eastern Coastal Plain,Sandy Loam,Rabi,Green Gram (Moong),1.03,0.0,46.3,36.4,6.26,0.61,165.0,22.6,Borewell,2.5
